epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,106.005,1.00378,2.3163,1.21897,0.98209,0.457,0.7898,0.64336,0.83323,2.3984,1.01082,0.00056,0.00056,0.00056
2,210.788,1.00526,1.53447,1.15513,0.81697,0.70833,0.72832,0.5751,0.92881,2.06661,1.12915,0.00111743,0.00111743,0.00111743
3,314.218,1.05916,1.44397,1.16055,0.86853,0.55,0.61285,0.48708,1.13116,2.6621,1.25256,0.00165189,0.00165189,0.00165189
4,416.641,1.02117,1.29287,1.13906,0.94125,0.45,0.52931,0.37484,1.3489,3.47946,1.43504,0.0018812,0.0018812,0.0018812
5,518.517,0.94479,1.17774,1.09241,0.86651,0.79167,0.82498,0.59572,1.02714,2.11725,1.25446,0.0018416,0.0018416,0.0018416
6,626.187,0.96588,1.09331,1.10453,0.79501,0.80833,0.81891,0.51903,1.34108,2.72587,1.49432,0.001802,0.001802,0.001802
7,736.985,0.92719,1.01869,1.09281,0.78671,0.5533,0.65446,0.39606,1.43062,1.88983,1.43841,0.0017624,0.0017624,0.0017624
8,842.834,0.94906,0.96491,1.09463,0.8357,0.81667,0.9104,0.69402,0.91839,1.47352,1.04222,0.0017228,0.0017228,0.0017228
9,951.826,0.88453,0.89149,1.0734,0.93101,0.78717,0.89506,0.77704,0.7035,1.12673,0.97908,0.0016832,0.0016832,0.0016832
10,1058.42,0.84102,0.81333,1.05342,0.97098,0.85833,0.94319,0.71191,0.87068,1.01546,1.0446,0.0016436,0.0016436,0.0016436
11,1168.34,0.81239,0.75782,1.02562,0.97796,0.84167,0.94208,0.74786,0.74859,0.79903,0.98277,0.001604,0.001604,0.001604
12,1273.76,0.82621,0.75742,1.02578,0.95834,0.95837,0.98775,0.82875,0.69402,0.62535,0.92107,0.0015644,0.0015644,0.0015644
13,1382.1,0.86386,0.77202,1.0469,0.87885,0.90681,0.97118,0.82013,0.64293,0.64281,0.91131,0.0015248,0.0015248,0.0015248
14,1490.79,0.77265,0.71692,1.02199,0.94315,0.90833,0.97806,0.84786,0.62009,0.60466,0.90976,0.0014852,0.0014852,0.0014852
15,1602.49,0.77726,0.70932,1.01167,0.93249,0.92089,0.92324,0.72193,0.62004,0.78535,0.91343,0.0014456,0.0014456,0.0014456
16,1713.14,0.76503,0.65834,0.99905,0.97818,0.95,0.98918,0.85284,0.55938,0.56093,0.8714,0.001406,0.001406,0.001406
17,1823.08,0.72269,0.64459,0.99288,0.98359,0.99926,0.99467,0.87032,0.57363,0.55221,0.88531,0.0013664,0.0013664,0.0013664
18,1939.5,0.72297,0.61383,0.99137,0.99017,0.96667,0.99296,0.84855,0.58162,0.5015,0.89125,0.0013268,0.0013268,0.0013268
19,2059.17,0.74827,0.61387,0.9977,0.99097,0.91481,0.9317,0.7852,0.61452,0.68872,0.90381,0.0012872,0.0012872,0.0012872
20,2164.57,0.6792,0.58111,0.97192,0.99145,0.96648,0.98693,0.85086,0.57773,0.54593,0.88578,0.0012476,0.0012476,0.0012476
21,2269.51,0.68211,0.56028,0.96446,0.99961,0.95833,0.98702,0.8624,0.56455,0.44432,0.87428,0.001208,0.001208,0.001208
22,2380.23,0.71957,0.59433,0.99106,0.97531,0.9876,0.99409,0.86046,0.58345,0.44119,0.89555,0.0011684,0.0011684,0.0011684
23,2486.99,0.75612,0.59533,0.99781,0.96539,0.99167,0.99284,0.85896,0.55665,0.48742,0.87048,0.0011288,0.0011288,0.0011288
24,2588.98,0.64168,0.53147,0.94805,0.97392,0.93352,0.96972,0.84211,0.59049,0.53543,0.9048,0.0010892,0.0010892,0.0010892
25,2691.12,0.69548,0.57518,0.97374,0.99661,0.94167,0.98689,0.84307,0.56978,0.47102,0.87578,0.0010496,0.0010496,0.0010496
26,2799.01,0.6345,0.52597,0.94824,0.96744,0.99049,0.99386,0.859,0.56614,0.41702,0.87108,0.00101,0.00101,0.00101
27,2907.24,0.62573,0.50607,0.95353,0.98047,0.98333,0.993,0.88511,0.49131,0.39079,0.84559,0.0009704,0.0009704,0.0009704
28,3016.47,0.60903,0.49256,0.94464,0.98345,0.99017,0.99417,0.86724,0.56356,0.39011,0.88032,0.0009308,0.0009308,0.0009308
29,3124.07,0.6024,0.47445,0.93494,0.99719,0.96667,0.99282,0.87191,0.54961,0.42302,0.88235,0.0008912,0.0008912,0.0008912
30,3226.02,0.60423,0.48124,0.93744,0.90153,0.99185,0.98143,0.85359,0.5736,0.5187,0.87012,0.0008516,0.0008516,0.0008516
31,3329.02,0.60636,0.47881,0.935,0.99822,0.9,0.98211,0.87636,0.53829,0.50442,0.88656,0.000812,0.000812,0.000812
32,3432.49,0.62755,0.49784,0.95779,1,0.98187,0.99362,0.90238,0.46186,0.36764,0.84291,0.0007724,0.0007724,0.0007724
33,3535.78,0.61648,0.47796,0.95302,0.97907,0.95833,0.98754,0.88117,0.48718,0.3769,0.86104,0.0007328,0.0007328,0.0007328
34,3639.11,0.57559,0.45606,0.93649,0.99601,0.96667,0.98694,0.86385,0.49643,0.38102,0.85897,0.0006932,0.0006932,0.0006932
35,3744.76,0.59989,0.46,0.93424,0.9993,0.98333,0.99258,0.9065,0.47638,0.38337,0.83611,0.0006536,0.0006536,0.0006536
36,3850.48,0.55479,0.44276,0.91659,0.98919,1,0.99492,0.90834,0.46949,0.34272,0.8419,0.000614,0.000614,0.000614
37,3959.48,0.5857,0.4479,0.93768,0.99779,0.975,0.99399,0.91768,0.43602,0.32069,0.83643,0.0005744,0.0005744,0.0005744
38,4063.85,0.57137,0.45161,0.92846,0.99895,0.99167,0.995,0.93225,0.39624,0.30319,0.82435,0.0005348,0.0005348,0.0005348
39,4168.21,0.52588,0.41513,0.91838,0.99766,0.98333,0.99422,0.90914,0.45617,0.34991,0.8399,0.0004952,0.0004952,0.0004952
40,4272.9,0.51616,0.40475,0.90606,1,0.99077,0.995,0.91494,0.47187,0.32367,0.83272,0.0004556,0.0004556,0.0004556
41,4376.74,0.50748,0.39313,0.87417,1,0.99113,0.995,0.91658,0.43876,0.31673,0.8334,0.000416,0.000416,0.000416
42,4478.32,0.498,0.37545,0.87624,0.99166,0.99096,0.99492,0.92988,0.43608,0.31251,0.82108,0.0003764,0.0003764,0.0003764
43,4577.74,0.49117,0.37106,0.85461,1,0.98983,0.995,0.9134,0.4492,0.33206,0.83223,0.0003368,0.0003368,0.0003368
44,4677.98,0.48483,0.35651,0.86486,0.99151,0.97369,0.99205,0.93123,0.39607,0.31574,0.81253,0.0002972,0.0002972,0.0002972
45,4781.28,0.45512,0.34487,0.84962,0.99152,0.97416,0.99313,0.9299,0.42814,0.3194,0.81489,0.0002576,0.0002576,0.0002576
46,4887.14,0.45793,0.3522,0.88003,0.99152,0.97403,0.9941,0.93155,0.41078,0.31072,0.81228,0.000218,0.000218,0.000218
47,4994.12,0.45632,0.33317,0.86238,1,0.96504,0.99314,0.92702,0.43351,0.32069,0.82153,0.0001784,0.0001784,0.0001784
48,5096.84,0.44173,0.32351,0.85405,0.99151,0.97295,0.99212,0.92348,0.43704,0.31225,0.82045,0.0001388,0.0001388,0.0001388
49,5199.09,0.45082,0.33106,0.86256,0.98978,0.975,0.99299,0.93089,0.40655,0.29445,0.81145,9.92e-05,9.92e-05,9.92e-05
50,5301.86,0.42844,0.32093,0.86448,1,0.97383,0.99381,0.93919,0.38163,0.27833,0.80527,5.96e-05,5.96e-05,5.96e-05
